miles,location,name,sex,w,l,d,division,from,to,players_links
171,"USA, Virginia, Danville",Devin Glass,male,0,1,0,welter,2019,2019,https://boxrec.com/en/proboxer/875341
171,"USA, Virginia, Danville",Rashad Lipscomb,male,0,1,0,light heavy,2019,2019,https://boxrec.com/en/proboxer/896048
172,"USA, Delaware, Smyrna",Michael Crain,male,3,4,0,super welter,2017,2019,https://boxrec.com/en/proboxer/799991
173,"USA, Maryland, Randallstown",Cecil McCalla,male,21,4,0,super welter,2008,2019,https://boxrec.com/en/proboxer/471036
177,"USA, Maryland, Kingsville",Brian Haneschlager,male,0,1,0,heavy,2019,2019,https://boxrec.com/en/proboxer/871321
178,"USA, Maryland, Owings Mills",Colby Madison,male,8,1,2,heavy,2016,2019,https://boxrec.com/en/proboxer/754151
178,"USA, Maryland, Owings Mills",Brandon Chambers,male,2,0,1,light,2019,2019,https://boxrec.com/en/proboxer/867856
180,"USA, North Carolina, Burlington",Blake Mansfield,male,7,2,1,light heavy,2015,2019,https://boxrec.com/en/proboxer/723082
180,"USA, Maryland, Cockeysville",AJ Williams,male,2,1,0,super middle,2013,2019,https://boxrec.com/en/proboxer/648692
181,"USA, Delaware, Middletown",Maurice Horne,male,5,0,0,cruiser,2017,2019,https://boxrec.com/en/proboxer/799993
184,"USA, Maryland, Frederick",Larry Pryor,male,11,22,0,cruiser,2005,2019,https://boxrec.com/en/proboxer/324420
184,"USA, Maryland, Frederick",Jonathan Burrs,male,2,1,0,super welter,2018,2019,https://boxrec.com/en/proboxer/841389
187,"USA, Virginia",Daniele Benedetto,male,2,0,0,cruiser,2017,2019,https://boxrec.com/en/proboxer/802835
187,"USA, Virginia",George Sheppard,male,1,10,1,super middle,2017,2019,https://boxrec.com/en/proboxer/795974
187,"USA, Virginia",Chris Rollins,male,1,1,0,welter,2019,2019,https://boxrec.com/en/proboxer/875307
188,"USA, New Jersey, Millville",Thomas LaManna,male,28,2,1,super welter,2011,2019,https://boxrec.com/en/proboxer/560657
188,"USA, New Jersey, Millville",Dennis Fundenberg,male,0,1,0,bantam,2018,2018,https://boxrec.com/en/proboxer/857427
189,"USA, North Carolina, Fayetteville",Michael Williams Jr,male,11,0,0,welter,2018,2019,https://boxrec.com/en/proboxer/827035
189,"USA, North Carolina, Fayetteville",Miree Coleman,male,6,6,0,cruiser,2015,2018,https://boxrec.com/en/proboxer/710130
194,"USA, New Jersey, Vineland",Ismael Garcia,male,11,0,1,super welter,2010,2019,https://boxrec.com/en/proboxer/530497
194,"USA, New Jersey, Somers Point",Isiah Seldon,male,13,3,1,middle,2010,2019,https://boxrec.com/en/proboxer/540961
194,"USA, New Jersey, Vineland",Edgar Joe Cortes,male,6,6,1,feather,2013,2019,https://boxrec.com/en/proboxer/649768
195,"USA, Virginia, Martinsville",Somner Martin,male,7,7,0,welter,2015,2019,https://boxrec.com/en/proboxer/721695
196,"USA, Delaware, Newark",Brandon Mullins,male,6,0,0,super middle,2017,2019,https://boxrec.com/en/proboxer/813039
196,"USA, Delaware, Newark",Joey Tiberi Jr,male,17,3,0,super light,2010,2019,https://boxrec.com/en/proboxer/540701
196,"USA, Delaware, Newark",Schemelle Baldwin,female,3,1,1,super middle,2017,2019,https://boxrec.com/en/proboxer/813038
197,"USA, Delaware, New Castle",Vinnie Kirkley,male,3,1,1,welter,2018,2019,https://boxrec.com/en/proboxer/846357
198,"USA, New Jersey, Mays Landing",Antowyan Aikens,male,13,7,1,super middle,2011,2019,https://boxrec.com/en/proboxer/563233
198,"USA, New Jersey, Mays Landing",Quian Davis,male,6,0,2,heavy,2015,2019,https://boxrec.com/en/proboxer/726736
198,"USA, New Jersey, Mays Landing",Isiah Hart,male,4,0,1,middle,2018,2019,https://boxrec.com/en/proboxer/845660
199,"USA, North Carolina, Greensboro",Joseph Jackson,male,15,0,0,super welter,2015,2019,https://boxrec.com/en/proboxer/741288
199,"USA, North Carolina, Greensboro",Matthew Strode,male,25,8,0,super welter,2003,2019,https://boxrec.com/en/proboxer/205463
199,"USA, Virginia, Roanoke",Alberto Delgado,male,1,8,4,super middle,2013,2019,https://boxrec.com/en/proboxer/646115
199,"USA, North Carolina, Greensboro",Steven Matthews,male,5,1,0,middle,2010,2019,https://boxrec.com/en/proboxer/553257
199,"USA, Virginia, Roanoke",Donte Dunnaville,male,3,0,0,feather,2018,2018,https://boxrec.com/en/proboxer/830289
199,"USA, Virginia, Roanoke",Latorie Woodberry,male,2,10,2,super light,2013,2019,https://boxrec.com/en/proboxer/669666
199,"USA, Virginia, Roanoke",Monte Dunnaville,male,2,0,0,light,2018,2019,https://boxrec.com/en/proboxer/842871
199,"USA, North Carolina, Greensboro",Jordan Mitchell,male,0,3,0,heavy,2018,2019,https://boxrec.com/en/proboxer/861119
199,"USA, Virginia, Roanoke",Ryan Venable,male,0,2,0,,2019,2019,https://boxrec.com/en/proboxer/868039
199,"USA, North Carolina, Greensboro",Todd Monroe,male,0,1,0,light,2019,2019,https://boxrec.com/en/proboxer/875485
199,"USA, North Carolina, Greensboro",Satori Ashley,male,0,1,0,heavy,2019,2019,https://boxrec.com/en/proboxer/897394
200,"USA, New Jersey, Pleasantville",Sidell Blocker,male,1,11,1,super feather,2009,2019,https://boxrec.com/en/proboxer/491354
201,"USA, New Jersey, Atlantic City",Anthony Young,male,21,2,0,welter,2011,2019,https://boxrec.com/en/proboxer/585569
201,"USA, New Jersey, Atlantic City",Joel De La Paz,male,9,1,0,light heavy,2008,2018,https://boxrec.com/en/proboxer/448980
201,"USA, New Jersey, Atlantic City",Gabriel Pham,male,11,2,0,super middle,2009,2019,https://boxrec.com/en/proboxer/507163
201,"USA, New Jersey, Atlantic City",Osnel Charles,male,13,20,1,super light,2009,2019,https://boxrec.com/en/proboxer/494717
201,"USA, New Jersey, Atlantic City",Dallas Holden,male,1,4,0,super bantam,2016,2019,https://boxrec.com/en/proboxer/767083
202,"USA, Delaware, Wilmington",Omar Douglas,male,20,3,0,light,2011,2019,https://boxrec.com/en/proboxer/567909
202,"USA, Delaware, Wilmington",Amir Mansour,male,23,4,1,heavy,1997,2019,https://boxrec.com/en/proboxer/23704
202,"USA, Delaware, Wilmington",Kyrone Davis,male,14,2,0,middle,2014,2019,https://boxrec.com/en/proboxer/675886
202,"USA, Delaware, Wilmington",David Murray,male,9,2,1,cruiser,2013,2019,https://boxrec.com/en/proboxer/664406
202,"USA, Delaware, Wilmington",Anthony Miller,male,3,3,0,middle,2013,2018,https://boxrec.com/en/proboxer/661815
202,"USA, Delaware, Wilmington",Weusi Johnson,male,3,13,1,super feather,2016,2019,https://boxrec.com/en/proboxer/757059
202,"USA, Delaware, Wilmington",Stefan Talabisco,male,4,1,0,heavy,2018,2019,https://boxrec.com/en/proboxer/830639
203,"USA, New Jersey, Galloway",Tyrone Luckey,male,9,11,4,welter,2010,2019,https://boxrec.com/en/proboxer/542654
204,"USA, Delaware, Hockessin",Justin Riley,male,1,1,1,light,2018,2019,https://boxrec.com/en/proboxer/842022
204,"USA, North Carolina, Wilmington",Malcolm Green,male,0,2,1,middle,2014,2019,https://boxrec.com/en/proboxer/675580
205,"USA, Maryland, Hagerstown",Genc Pllana,male,7,1,0,super middle,2017,2019,https://boxrec.com/en/proboxer/815864
206,"USA, New Jersey, Glassboro",Derrick Webster,male,28,2,0,super middle,2009,2019,https://boxrec.com/en/proboxer/490654
206,"USA, Virginia, Salem",McArio DelCastillo,male,0,3,0,super middle,2019,2019,https://boxrec.com/en/proboxer/883025
208,"USA, Pennsylvania, Kennett Square",Anthony Caputo Smith,male,16,9,0,heavy,2009,2018,https://boxrec.com/en/proboxer/492678
210,"USA, New Jersey, Sicklerville",Dylan Price,male,10,0,0,super fly,2017,2019,https://boxrec.com/en/proboxer/784061
210,"USA, New Jersey, Sicklerville",Nahir Albright,male,7,1,0,super light,2016,2019,https://boxrec.com/en/proboxer/772187
212,"USA, New Jersey, Paulsboro",Chazz Witherspoon,male,38,4,0,heavy,2004,2019,https://boxrec.com/en/proboxer/284612
212,"USA, New Jersey, Paulsboro",Willie Anderson,male,0,3,0,super bantam,2017,2019,https://boxrec.com/en/proboxer/806991
213,"USA, North Carolina, Kernersville",Joshua Tufte,male,19,3,0,heavy,2011,2019,https://boxrec.com/en/proboxer/560005
214,"USA, Pennsylvania, York",Terrance Williams,male,5,4,1,super welter,2012,2019,https://boxrec.com/en/proboxer/637027
215,"USA, New Jersey, Berlin",Victor Padilla,male,6,0,0,light,2016,2019,https://boxrec.com/en/proboxer/780622
215,"USA, New Jersey, Berlin",Sahret Delgado,male,8,0,0,heavy,2014,2019,https://boxrec.com/en/proboxer/705131
216,"USA, Pennsylvania, Coatesville",Gerardo Martinez,male,5,1,0,super light,2017,2019,https://boxrec.com/en/proboxer/800228
216,"USA, North Carolina, Lumberton",Andre Baker,male,10,53,3,welter,1999,2019,https://boxrec.com/en/proboxer/34165
217,"USA, New Jersey, Little Egg Harbor",Brendan Barrett,male,7,3,2,heavy,2009,2019,https://boxrec.com/en/proboxer/491140
218,"USA, Pennsylvania, Lancaster",Evincii Dixon,male,9,24,2,welter,2013,2019,https://boxrec.com/en/proboxer/655280
218,"USA, Pennsylvania, Lancaster",James Bernadin,male,2,0,1,super light,2018,2018,https://boxrec.com/en/proboxer/848419
218,"USA, Pennsylvania, Darby",Jerome Morris,male,1,0,0,heavy,2019,2019,https://boxrec.com/en/proboxer/872645
218,"USA, Pennsylvania, Lancaster",Yamil Ortiz,male,1,0,0,super feather,2018,2018,https://boxrec.com/en/proboxer/848500
219,"USA, New Jersey, Voorhees",Everlon Still,male,0,1,0,middle,2019,2019,https://boxrec.com/en/proboxer/864313
221,"USA, Pennsylvania, Upper Darby",Brandon Robinson,male,14,2,0,super middle,2016,2019,https://boxrec.com/en/proboxer/772935
221,"USA, New Jersey, Collingswood",Timothy Tyler,male,0,3,0,super middle,2019,2019,https://boxrec.com/en/proboxer/854147
222,"USA, Pennsylvania, Philadelphia",Danny Garcia,male,35,2,0,welter,2007,2019,https://boxrec.com/en/proboxer/429442
222,"USA, Pennsylvania, Philadelphia",Julian Williams,male,27,1,1,super welter,2010,2019,https://boxrec.com/en/proboxer/536011
222,"USA, Pennsylvania, Philadelphia",Jesse Hart,male,26,2,0,light heavy,2012,2019,https://boxrec.com/en/proboxer/610132
222,"USA, Pennsylvania, Philadelphia",Tevin Farmer,male,30,4,1,super feather,2011,2019,https://boxrec.com/en/proboxer/562946
222,"USA, New Jersey, Camden",Jason Sosa,male,23,4,4,super feather,2009,2019,https://boxrec.com/en/proboxer/516570
222,"USA, Pennsylvania, Philadelphia",Ray Robinson,male,24,3,2,welter,2006,2019,https://boxrec.com/en/proboxer/379244
222,"USA, Pennsylvania, Philadelphia",Jaron Ennis,male,24,0,0,welter,2016,2019,https://boxrec.com/en/proboxer/756515
222,"USA, Pennsylvania, Philadelphia",Stephen Fulton,male,17,0,0,super bantam,2014,2019,https://boxrec.com/en/proboxer/700183
222,"USA, Pennsylvania, Philadelphia",Gabriel Rosado,male,24,12,1,middle,2006,2019,https://boxrec.com/en/proboxer/344539
222,"USA, Pennsylvania, Philadelphia",Avery Sparrow,male,10,1,0,light,2014,2019,https://boxrec.com/en/proboxer/691895
222,"USA, Pennsylvania, Philadelphia",Henry Lundy,male,30,8,1,light,2006,2019,https://boxrec.com/en/proboxer/360267
222,"USA, Pennsylvania, Philadelphia",Bryant Jennings,male,24,4,0,heavy,2010,2019,https://boxrec.com/en/proboxer/529630
222,"USA, Pennsylvania, Philadelphia",Eric Hunter,male,22,4,0,feather,2005,2019,https://boxrec.com/en/proboxer/288319
222,"USA, Pennsylvania, Philadelphia",Arnold Khegai,male,16,0,1,super bantam,2015,2019,https://boxrec.com/en/proboxer/734409
222,"USA, Pennsylvania, Philadelphia",Tyrone Brunson,male,28,8,2,super welter,2005,2019,https://boxrec.com/en/proboxer/306912
222,"USA, Pennsylvania, Philadelphia",Joey Dawejko,male,20,7,4,heavy,2009,2019,https://boxrec.com/en/proboxer/512687
222,"USA, Pennsylvania, Philadelphia",Jesus Soler,male,11,1,1,fly,2012,2019,https://boxrec.com/en/proboxer/609228
222,"USA, Pennsylvania, Philadelphia",Miguel Cartagena,male,15,6,1,fly,2011,2019,https://boxrec.com/en/proboxer/561694
222,"USA, Pennsylvania, Philadelphia",Raymond Serrano,male,24,6,0,welter,2007,2018,https://boxrec.com/en/proboxer/427002
222,"USA, Pennsylvania, Philadelphia",Damon Allen,male,16,1,1,super light,2013,2019,https://boxrec.com/en/proboxer/647758
222,"USA, Pennsylvania, Philadelphia",Mike Arnaoutis,male,26,12,2,welter,2001,2018,https://boxrec.com/en/proboxer/41447
222,"USA, Pennsylvania, Philadelphia",Christian Carto,male,17,1,0,bantam,2016,2019,https://boxrec.com/en/proboxer/764176
222,"USA, Pennsylvania, Philadelphia",Darmani Rock,male,17,0,0,heavy,2016,2019,https://boxrec.com/en/proboxer/752985
222,"USA, Pennsylvania, Philadelphia",Steven Ortiz,male,11,0,0,light,2015,2019,https://boxrec.com/en/proboxer/709564
222,"USA, Pennsylvania, Philadelphia",Karl Dargan,male,19,1,0,light,2007,2018,https://boxrec.com/en/proboxer/432428
222,"USA, Pennsylvania, Philadelphia",Samuel Teah,male,15,3,1,super light,2013,2019,https://boxrec.com/en/proboxer/657434
222,"USA, Pennsylvania, Philadelphia",Greg Jackson,male,11,7,1,welter,2012,2019,https://boxrec.com/en/proboxer/617304
222,"USA, Pennsylvania, Philadelphia",Branden Pizarro,male,14,1,1,super light,2016,2019,https://boxrec.com/en/proboxer/773858
222,"USA, Pennsylvania, Philadelphia",Christopher Brooker,male,14,7,0,light heavy,2015,2019,https://boxrec.com/en/proboxer/711701
222,"USA, Pennsylvania, Philadelphia",Donald Smith,male,10,0,0,feather,2016,2019,https://boxrec.com/en/proboxer/765692
222,"USA, Pennsylvania, Philadelphia",Garrett Wilson,male,18,16,1,cruiser,2008,2019,https://boxrec.com/en/proboxer/452391
222,"USA, Pennsylvania, Philadelphia",Jeremy Cuevas,male,12,1,0,light,2016,2019,https://boxrec.com/en/proboxer/773593
222,"USA, New Jersey, Camden",Prince Badi Ajamu,male,30,5,1,cruiser,2001,2018,https://boxrec.com/en/proboxer/35689
222,"USA, Pennsylvania, Philadelphia",Frank Trader,male,13,2,1,light,2008,2019,https://boxrec.com/en/proboxer/451321
222,"USA, Pennsylvania, Philadelphia",Jerome Conquest,male,10,5,0,light,2014,2019,https://boxrec.com/en/proboxer/697902
222,"USA, Pennsylvania, Philadelphia",Jamaal Davis,male,18,16,1,middle,2003,2019,https://boxrec.com/en/proboxer/225139
222,"USA, Pennsylvania, Philadelphia",Sonny Conto,male,5,0,0,heavy,2019,2019,https://boxrec.com/en/proboxer/861334
222,"USA, Pennsylvania, Philadelphia",Naim Nelson,male,14,4,0,super light,2011,2019,https://boxrec.com/en/proboxer/571491
222,"USA, Pennsylvania, Philadelphia",Mark Dawson,male,6,0,1,welter,2016,2019,https://boxrec.com/en/proboxer/772003
222,"USA, Pennsylvania, Philadelphia",Isaiah Wise,male,7,2,2,middle,2016,2019,https://boxrec.com/en/proboxer/746288
222,"USA, Pennsylvania, Philadelphia",Poindexter Knight,male,6,0,0,welter,2017,2018,https://boxrec.com/en/proboxer/819015
222,"USA, Pennsylvania, Philadelphia",Antonio Dubose,male,11,2,1,super feather,2013,2019,https://boxrec.com/en/proboxer/654828
222,"USA, Pennsylvania, Philadelphia",Daiyaan Butt,male,5,0,0,super light,2018,2019,https://boxrec.com/en/proboxer/834526
222,"USA, Pennsylvania, Philadelphia",Paul Kroll,male,6,0,0,super welter,2018,2019,https://boxrec.com/en/proboxer/841386
222,"USA, Pennsylvania, Philadelphia",Benny Sinakin,male,5,0,0,light heavy,2018,2019,https://boxrec.com/en/proboxer/842744
222,"USA, Pennsylvania, Philadelphia",Jaba Khositashvili,male,4,1,0,super middle,2016,2019,https://boxrec.com/en/proboxer/750339
222,"USA, Pennsylvania, Philadelphia",Tyrone Crawley,male,7,1,1,super light,2012,2019,https://boxrec.com/en/proboxer/595412
222,"USA, Pennsylvania, Philadelphia",Sheldon Deverteuil,male,2,0,2,super light,2017,2019,https://boxrec.com/en/proboxer/802413
222,"USA, Pennsylvania, Philadelphia",Greg Hackett,male,3,19,1,cruiser,2008,2019,https://boxrec.com/en/proboxer/448979
222,"USA, Pennsylvania, Philadelphia",Kendall Cannida,male,3,1,0,light heavy,2018,2019,https://boxrec.com/en/proboxer/826309
222,"USA, Pennsylvania, Philadelphia",James Martin,male,5,1,0,super welter,2017,2019,https://boxrec.com/en/proboxer/802415
222,"USA, New Jersey, Camden",Vidal Rivera,male,8,1,0,super feather,2015,2019,https://boxrec.com/en/proboxer/709400
222,"USA, North Carolina, Winston-Salem",Carlette Ewell,female,16,10,1,heavy,2002,2019,https://boxrec.com/en/proboxer/106062
222,"USA, New Jersey, Camden",Raymond Ford,male,4,0,0,super feather,2019,2019,https://boxrec.com/en/proboxer/861531
222,"USA, Pennsylvania, Philadelphia",Fred Jenkins Jr,male,10,6,0,super middle,2011,2019,https://boxrec.com/en/proboxer/564996
222,"USA, North Carolina, Winston-Salem",Yohan Banks,male,9,12,4,heavy,2007,2019,https://boxrec.com/en/proboxer/427528
222,"USA, Pennsylvania, Philadelphia",Paul Koon,male,4,0,0,heavy,2014,2018,https://boxrec.com/en/proboxer/700182
222,"USA, Pennsylvania, Philadelphia",Marcel Rivers,male,7,2,0,welter,2016,2019,https://boxrec.com/en/proboxer/778290
222,"USA, Pennsylvania, Philadelphia",Angel Pizarro,male,4,1,0,super feather,2016,2019,https://boxrec.com/en/proboxer/767370
222,"USA, Pennsylvania, Philadelphia",Rasheen Brown,male,4,0,0,super bantam,2018,2019,https://boxrec.com/en/proboxer/841387
222,"USA, Pennsylvania, Philadelphia",Andres Navarro,male,11,8,1,welter,2005,2019,https://boxrec.com/en/proboxer/329838
222,"USA, Pennsylvania, Philadelphia",Vincent Floyd,male,4,8,1,welter,2013,2019,https://boxrec.com/en/proboxer/672677
222,"USA, Pennsylvania, Philadelphia",Romuel Cruz,male,3,0,1,super bantam,2017,2018,https://boxrec.com/en/proboxer/816032
222,"USA, Pennsylvania, Philadelphia",Seifullah Jihad Wise,male,4,7,0,super light,2014,2019,https://boxrec.com/en/proboxer/678648
222,"USA, Pennsylvania, Philadelphia",Lonnie Jackson Jr,male,4,1,2,super light,2009,2019,https://boxrec.com/en/proboxer/488537
222,"USA, North Carolina, Winston-Salem",Edward Hood,male,5,1,0,heavy,2017,2019,https://boxrec.com/en/proboxer/804531
222,"USA, Pennsylvania, Philadelphia",Izim Izbaki,male,3,0,0,heavy,2018,2019,https://boxrec.com/en/proboxer/855914
222,"USA, Pennsylvania, Philadelphia",Jan Carlos Rivera,male,4,0,0,super light,2016,2019,https://boxrec.com/en/proboxer/770347
222,"USA, Pennsylvania, Philadelphia",Kieran Hooks,male,3,2,1,super welter,2016,2018,https://boxrec.com/en/proboxer/768251
222,"USA, Pennsylvania, Philadelphia",Josue Rosa,male,3,0,0,bantam,2019,2019,https://boxrec.com/en/proboxer/867197
222,"USA, Pennsylvania, Philadelphia",Tyhler Williams,male,3,0,0,welter,2019,2019,https://boxrec.com/en/proboxer/869891
222,"USA, Pennsylvania, Philadelphia",Christopher Burgos,male,2,4,1,light,2017,2019,https://boxrec.com/en/proboxer/806619
222,"USA, Pennsylvania, Philadelphia",Dillon Kasprzak,male,1,2,0,feather,2018,2019,https://boxrec.com/en/proboxer/823441
222,"USA, Pennsylvania, Philadelphia",Nafear Charles,male,2,0,0,super light,2019,2019,https://boxrec.com/en/proboxer/880501
222,"USA, North Carolina, Winston-Salem",Darius Bradley,male,1,0,0,cruiser,2019,2019,https://boxrec.com/en/proboxer/897393
222,"USA, Pennsylvania, Philadelphia",Unique Harris,female,1,3,0,super bantam,2012,2019,https://boxrec.com/en/proboxer/630268
222,"USA, North Carolina, Winston-Salem",Ron Blair,male,1,1,0,heavy,2016,2019,https://boxrec.com/en/proboxer/764896
222,"USA, Pennsylvania, Philadelphia",Dewayne Williams,male,1,1,0,middle,2019,2019,https://boxrec.com/en/proboxer/876722
222,"USA, Pennsylvania, Philadelphia",Tahmir Smalls,male,1,0,0,welter,2019,2019,https://boxrec.com/en/proboxer/895771
222,"USA, North Carolina, Winston-Salem",William Dixon,male,1,0,0,feather,2018,2018,https://boxrec.com/en/proboxer/861931
222,"USA, Pennsylvania, Philadelphia",Alonzo Davis,male,1,2,0,super bantam,2017,2019,https://boxrec.com/en/proboxer/785495
222,"USA, Pennsylvania, Philadelphia",Rakym Dyer,male,0,0,1,welter,2019,2019,https://boxrec.com/en/proboxer/889198
